atomtype,smiles,idx_in_mol,mol_index,node_attentions,edge_attentions,prediction,truth
C,,7,8,"[0.34864670038223267, 0.35307931900024414, 0.39389312267303467, 0.34830787777900696, 0.3835953176021576, 0.3855239748954773, 0.3816835880279541, 0.42293354868888855, 0.38164830207824707, 0.37033212184906006, 0.3875734806060791, 0.4439697563648224, 0.3860778212547302, 0.4184083044528961, 0.3698605000972748, 0.3609447777271271, 0.36552414298057556, 0.3826284408569336, 0.41800493001937866, 0.3626413643360138, 0.3523491322994232, 0.6009396314620972, 0.4793204367160797, 0.36739081144332886, 0.40349578857421875, 0.38133642077445984, 0.38657617568969727, 0.37198561429977417, 0.40558871626853943, 0.3481428027153015, 0.37923669815063477]","[0.40650123357772827, 0.37662193179130554, 0.41247522830963135, 0.7550390958786011, 0.7347272038459778, 0.7088121771812439, 0.3180156648159027, 0.28667500615119934, 0.38385993242263794, 0.3287358582019806, 0.3550862669944763, 0.3530893325805664, 0.4274163246154785, 0.38894447684288025, 0.3583206832408905, 0.28955093026161194, 0.3836296796798706, 0.7126777768135071, 0.38946887850761414, 0.350991427898407, 0.2732419967651367, 0.7215911149978638, 0.37857770919799805, 0.3805522620677948, 0.4005298316478729, 0.3974309265613556, 0.36672985553741455, 0.24673987925052643, 0.7301394939422607, 0.37688151001930237, 0.35394465923309326, 0.3475693166255951, 0.3476439416408539, 0.253298819065094, 0.3141186833381653, 0.38463494181632996, 0.28774896264076233, 0.25966528058052063, 0.28793764114379883, 0.3387981355190277, 0.4099995493888855, 0.3760274350643158, 0.3787715435028076, 0.6041688919067383, 0.3466876447200775, 0.5256469249725342, 0.29284870624542236, 0.39474964141845703, 0.2724946439266205, 0.38920173048973083, 0.39279577136039734, 0.4241766333580017, 0.34369364380836487, 0.7309892773628235, 0.32371166348457336, 0.3404490053653717, 0.3873213827610016, 0.3602142035961151, 0.32284432649612427, 0.2790212035179138, 0.38456374406814575, 0.36567002534866333]",-0.2758811414241791,-0.2633
C,,8,8,"[0.38077569007873535, 0.36720871925354004, 0.3984505832195282, 0.403898686170578, 0.37311291694641113, 0.40407201647758484, 0.3681555986404419, 0.3699820637702942, 0.3743560314178467, 0.38533273339271545, 0.3582468032836914, 0.36631882190704346, 0.0, 0.0, 0.0, 0.38644394278526306, 0.3727756142616272, 0.3749389350414276, 0.3783915340900421, 0.3761037588119507, 0.3979036808013916, 0.33386924862861633, 0.40730324387550354, 0.4175832271575928, 0.3752376139163971, 0.36922332644462585, 0.3942575752735138, 0.3914019465446472, 0.37986207008361816, 0.35410431027412415, 0.3456493318080902]","[0.23918913304805756, 0.40111619234085083, 0.4007664620876312, 0.3978986442089081, 0.3801889717578888, 0.3217092454433441, 0.38962453603744507, 0.38261035084724426, 0.35310280323028564, 0.31916236877441406, 0.7608909606933594, 0.31995368003845215, 0.35229751467704773, 0.35275891423225403, 0.4037533104419708, 0.3304012715816498, 0.3483389616012573, 0.3397957384586334, 0.2869112491607666, 0.3411039412021637, 0.33319130539894104, 0.7177921533584595, 0.38077837228775024, 0.3716389238834381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3509393334388733, 0.3817446529865265, 0.7447199821472168, 0.3248053789138794, 0.34389322996139526, 0.3985339105129242, 0.34270739555358887, 0.333417147397995, 0.36720216274261475, 0.38236507773399353, 0.3031294643878937, 0.31842106580734253, 0.30932992696762085, 0.42325615882873535, 0.2521248161792755, 0.32224568724632263, 0.3904217481613159, 0.6408767700195312, 0.3355456590652466, 0.645596981048584, 0.333174467086792, 0.32004812359809875, 0.32404449582099915, 0.3824085593223572, 0.27745622396469116, 0.36795634031295776, 0.40453049540519714, 0.4251517057418823, 0.2850065529346466, 0.32522740960121155, 0.3633726239204407, 0.38789522647857666]",-0.1915159374475479,-0.1955
C,,9,8,"[0.0, 0.38247233629226685, 0.39600059390068054, 0.4127398133277893, 0.39416152238845825, 0.38022342324256897, 0.38422656059265137, 0.3629910349845886, 0.3570990562438965, 0.40902888774871826, 0.3561466336250305, 0.3983485996723175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3691282570362091, 0.38794466853141785, 0.4208531379699707, 0.37024393677711487, 0.4233742654323578, 0.3634025752544403, 0.39505892992019653, 0.3947567641735077, 0.3761157691478729, 0.35773569345474243, 0.32317453622817993, 0.408904105424881, 0.37738877534866333, 0.40339139103889465]","[0.0, 0.0, 0.36197009682655334, 0.2924802005290985, 0.30026599764823914, 0.38829150795936584, 0.3792289197444916, 0.32517680525779724, 0.35957711935043335, 0.36495375633239746, 0.6966992616653442, 0.3504861295223236, 0.39327260851860046, 0.3322529196739197, 0.30308181047439575, 0.32547274231910706, 0.37699562311172485, 0.7524211406707764, 0.42382586002349854, 0.30695757269859314, 0.3727256953716278, 0.34941366314888, 0.36104366183280945, 0.4147285521030426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29507529735565186, 0.33025598526000977, 0.7425180673599243, 0.3944646120071411, 0.3426758646965027, 0.41210228204727173, 0.3787289261817932, 0.4215225875377655, 0.366956889629364, 0.3506365716457367, 0.7352384328842163, 0.32617032527923584, 0.39603421092033386, 0.2744101881980896, 0.37780866026878357, 0.32608431577682495, 0.44180533289909363, 0.6041997075080872, 0.39662832021713257, 0.29288873076438904, 0.3522915244102478, 0.3568052649497986, 0.33015453815460205, 0.38637685775756836, 0.7181488871574402, 0.36003944277763367, 0.3651978373527527, 0.3852340877056122]",-0.20812822878360748,-0.1987
C,,10,8,"[0.38100671768188477, 0.3700276017189026, 0.3607080578804016, 0.38298580050468445, 0.36268171668052673, 0.34515729546546936, 0.3993595838546753, 0.3695736527442932, 0.3903585374355316, 0.3617594242095947, 0.3699769377708435, 0.37378767132759094, 0.0, 0.0, 0.0, 0.3761148452758789, 0.3575577139854431, 0.38970324397087097, 0.4177503287792206, 0.3964827060699463, 0.40312063694000244, 0.3684784173965454, 0.3825950622558594, 0.39711904525756836, 0.3507367670536041, 0.3929119110107422, 0.37989553809165955, 0.4083224833011627, 0.37553778290748596, 0.4132867157459259, 0.3632398843765259]","[0.22415101528167725, 0.3560425639152527, 0.3825702965259552, 0.36679643392562866, 0.3426154553890228, 0.27924013137817383, 0.39555656909942627, 0.3576201796531677, 0.3793938159942627, 0.3794582784175873, 0.3876616060733795, 0.3086245656013489, 0.33606669306755066, 0.3312518894672394, 0.3050191402435303, 0.37030473351478577, 0.3118278980255127, 0.4063999056816101, 0.4301576614379883, 0.354154497385025, 0.35506829619407654, 0.5041874647140503, 0.3673127591609955, 0.39538103342056274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.732127845287323, 0.363996684551239, 0.30224934220314026, 0.3152606785297394, 0.2974183261394501, 0.3782825171947479, 0.7238981127738953, 0.3429872393608093, 0.3227890133857727, 0.2951746881008148, 0.33979320526123047, 0.30153027176856995, 0.37216728925704956, 0.38769006729125977, 0.2660999000072479, 0.4144408702850342, 0.4092281758785248, 0.37356096506118774, 0.3563982844352722, 0.2947212755680084, 0.4098402261734009, 0.2995927035808563, 0.3242250382900238, 0.2939375936985016, 0.3775857388973236, 0.649644672870636, 0.36514028906822205, 0.5902161002159119, 0.3453729748725891, 0.3072079122066498, 0.3485359847545624, 0.37171220779418945]",-0.1915159672498703,-0.1617
C,,11,8,"[0.39266979694366455, 0.39491012692451477, 0.36205214262008667, 0.379041850566864, 0.3723967969417572, 0.3679978549480438, 0.368877112865448, 0.35472995042800903, 0.3986634612083435, 0.39157676696777344, 0.36296528577804565, 0.3972291350364685, 0.3580682575702667, 0.36017924547195435, 0.36759814620018005, 0.3723178207874298, 0.38939741253852844, 0.3697461783885956, 0.381664901971817, 0.39901837706565857, 0.37404245138168335, 0.3880739212036133, 0.3978428840637207, 0.35341131687164307, 0.38519829511642456, 0.41630154848098755, 0.366131067276001, 0.3476550579071045, 0.39933887124061584, 0.6028007864952087, 0.4338655471801758]","[0.33429276943206787, 0.34466567635536194, 0.40957707166671753, 0.709698498249054, 0.7185521721839905, 0.34316256642341614, 0.2967197299003601, 0.3489689230918884, 0.3375342786312103, 0.33230113983154297, 0.3724293112754822, 0.31845688819885254, 0.7374124526977539, 0.3362099528312683, 0.3106321692466736, 0.31013038754463196, 0.3903760313987732, 0.22704578936100006, 0.3535071313381195, 0.7106865644454956, 0.27332353591918945, 0.2683717906475067, 0.3174181580543518, 0.3394557237625122, 0.3439549207687378, 0.3375515937805176, 0.3206900656223297, 0.3119152784347534, 0.7205603718757629, 0.35745251178741455, 0.4088263511657715, 0.4081210494041443, 0.720790684223175, 0.4146232306957245, 0.7170479893684387, 0.4211619794368744, 0.30391713976860046, 0.3918790817260742, 0.3896905481815338, 0.3933027386665344, 0.4245799481868744, 0.33025994896888733, 0.3663483262062073, 0.3900834918022156, 0.34552398324012756, 0.3641040027141571, 0.4063011109828949, 0.3090331256389618, 0.32341450452804565, 0.4388025999069214, 0.36734798550605774, 0.3480682671070099, 0.35134100914001465, 0.3520137667655945, 0.336447536945343, 0.3862108588218689, 0.32447946071624756, 0.2951747179031372, 0.3909425735473633, 0.6696764230728149, 0.410753071308136, 0.4993673264980316]",-0.27588120102882385,-0.2415
H,,12,8,"[0.4322429597377777, 0.36227887868881226, 0.4059431552886963, 0.371124267578125, 0.36805373430252075, 0.38000544905662537, 0.42048001289367676, 0.3959422707557678, 0.0, 0.0, 0.0, 0.37026447057724, 0.4290911853313446, 0.37904784083366394, 0.36905017495155334, 0.42591533064842224, 0.3883284628391266, 0.38221198320388794, 0.450470507144928, 0.35882076621055603, 0.37929612398147583, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.37707364559173584, 0.37544721364974976, 0.749466598033905, 0.36288726329803467, 0.3999835252761841, 0.4244902431964874, 0.33159735798835754, 0.36728164553642273, 0.751628041267395, 0.35641059279441833, 0.3657721281051636, 0.38853830099105835, 0.23654615879058838, 0.32352086901664734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3652646541595459, 0.36367878317832947, 0.36378949880599976, 0.31277886033058167, 0.3040776550769806, 0.3585921823978424, 0.32185977697372437, 0.35570093989372253, 0.3038982152938843, 0.2857345938682556, 0.2951401472091675, 0.385602205991745, 0.24830317497253418, 0.3683304488658905, 0.3703036308288574, 0.38014501333236694, 0.4050305485725403, 0.3405769169330597, 0.33893293142318726, 0.3144984245300293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.12498903274536133,0.1257
H,,13,8,"[0.3628431260585785, 0.36436986923217773, 0.3797873854637146, 0.3655683696269989, 0.36999186873435974, 0.40052059292793274, 0.41281548142433167, 0.4050450921058655, 0.0, 0.0, 0.0, 0.40350353717803955, 0.3667129874229431, 0.41003742814064026, 0.3921970725059509, 0.34731489419937134, 0.383251816034317, 0.35549867153167725, 0.35828864574432373, 0.3675524890422821, 0.4033825099468231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.34705454111099243, 0.3395664691925049, 0.3363085091114044, 0.3295159637928009, 0.3865146338939667, 0.30497297644615173, 0.7232173085212708, 0.34995684027671814, 0.29281991720199585, 0.3358299732208252, 0.24403326213359833, 0.3690437376499176, 0.30138248205184937, 0.2501660883426666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32905399799346924, 0.297338604927063, 0.30358147621154785, 0.3630073666572571, 0.3723828196525574, 0.26522451639175415, 0.34271323680877686, 0.32204896211624146, 0.7859898805618286, 0.284467488527298, 0.3894849717617035, 0.3522583842277527, 0.33243536949157715, 0.3371448814868927, 0.72150719165802, 0.3531652092933655, 0.3849012553691864, 0.3755662739276886, 0.29027897119522095, 0.32759299874305725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.12498903274536133,0.1264
H,,14,8,"[0.38943004608154297, 0.3850954473018646, 0.3737921118736267, 0.3853554129600525, 0.42559272050857544, 0.39181020855903625, 0.40638038516044617, 0.3929571807384491, 0.0, 0.0, 0.0, 0.4206390678882599, 0.333354115486145, 0.360034316778183, 0.44842013716697693, 0.3739459216594696, 0.3991221785545349, 0.36492860317230225, 0.36305463314056396, 0.369915246963501, 0.3956233561038971, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4123293161392212, 0.39179009199142456, 0.3915562033653259, 0.7240427136421204, 0.31206589937210083, 0.37550869584083557, 0.3373550474643707, 0.38800594210624695, 0.38505446910858154, 0.34332162141799927, 0.40450313687324524, 0.308307021856308, 0.40334343910217285, 0.28733354806900024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25987568497657776, 0.32900482416152954, 0.2962391972541809, 0.7035629153251648, 0.3944724500179291, 0.27996930480003357, 0.3404620587825775, 0.6991235017776489, 0.35477355122566223, 0.3637827932834625, 0.3703095614910126, 0.2784469425678253, 0.3628232777118683, 0.3174126446247101, 0.42340087890625, 0.26493778824806213, 0.3291143476963043, 0.7178251147270203, 0.3184390962123871, 0.3852216303348541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.12498903274536133,0.1222
H,,15,8,"[0.35077962279319763, 0.3864530622959137, 0.3867737650871277, 0.3676633834838867, 0.3409665524959564, 0.31418582797050476, 0.419141560792923, 0.35430362820625305, 0.36954963207244873, 0.0, 0.40908652544021606, 0.390278697013855, 0.3971009850502014, 0.40055128931999207, 0.39161238074302673, 0.41095757484436035, 0.424295037984848, 0.4264063537120819, 0.41635915637016296, 0.3838721215724945, 0.4161936938762665, 0.3392413854598999, 0.3975674510002136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37828025221824646, 0.36838415265083313]","[0.32938268780708313, 0.3242981433868408, 0.37952175736427307, 0.7272450923919678, 0.3450532555580139, 0.40090322494506836, 0.26699957251548767, 0.372585266828537, 0.28475773334503174, 0.3198256194591522, 0.3411116898059845, 0.3985617458820343, 0.31493693590164185, 0.42336559295654297, 0.7687432765960693, 0.37313976883888245, 0.0, 0.0, 0.0, 0.0, 0.2614568769931793, 0.39015308022499084, 0.42836490273475647, 0.35478103160858154, 0.3725200593471527, 0.3124037981033325, 0.4245052635669708, 0.41464757919311523, 0.7155231833457947, 0.2507553994655609, 0.35615286231040955, 0.36841362714767456, 0.706508219242096, 0.37473171949386597, 0.4053545296192169, 0.3658979535102844, 0.3841879069805145, 0.3684123754501343, 0.37056222558021545, 0.3937908709049225, 0.3237641155719757, 0.3862208425998688, 0.7127507925033569, 0.41577234864234924, 0.3714786767959595, 0.36358463764190674, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38459157943725586, 0.36265063285827637, 0.3989524841308594, 0.41862067580223083]",0.1158362478017807,0.1114
H,,16,8,"[0.39459913969039917, 0.35409799218177795, 0.3732219636440277, 0.39024585485458374, 0.4067791998386383, 0.37354645133018494, 0.40152546763420105, 0.3247165381908417, 0.3335138261318207, 0.0, 0.37310388684272766, 0.3710208535194397, 0.38667500019073486, 0.39177989959716797, 0.3364427983760834, 0.37006455659866333, 0.39990201592445374, 0.3740166425704956, 0.36784717440605164, 0.370401531457901, 0.3706103563308716, 0.36856135725975037, 0.39879748225212097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38633832335472107, 0.3969902992248535]","[0.37456703186035156, 0.3123212158679962, 0.35108816623687744, 0.3439927399158478, 0.4095413386821747, 0.3270004391670227, 0.3150131106376648, 0.4004095494747162, 0.3460118770599365, 0.38047999143600464, 0.37959906458854675, 0.319730281829834, 0.33831706643104553, 0.3038700819015503, 0.40159374475479126, 0.30297741293907166, 0.0, 0.0, 0.0, 0.0, 0.3750387132167816, 0.4251585900783539, 0.38068217039108276, 0.30537670850753784, 0.40126296877861023, 0.3979705572128296, 0.3850570619106293, 0.3897952139377594, 0.7198227047920227, 0.3655284345149994, 0.7465319633483887, 0.39356517791748047, 0.36839714646339417, 0.29957157373428345, 0.35958781838417053, 0.290321409702301, 0.3672195076942444, 0.31742459535598755, 0.31312525272369385, 0.39147090911865234, 0.3057194650173187, 0.3978523910045624, 0.33524641394615173, 0.359229177236557, 0.7249960899353027, 0.7260261178016663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3212669789791107, 0.4172174036502838, 0.3220679759979248, 0.321961373090744]",0.1158362403512001,0.1178
H,,17,8,"[0.3854127824306488, 0.3602827191352844, 0.38921698927879333, 0.3616160750389099, 0.3501001298427582, 0.41958799958229065, 0.36137357354164124, 0.3743106424808502, 0.39171192049980164, 0.3339356482028961, 0.3585231900215149, 0.38509854674339294, 0.35181474685668945, 0.4035084545612335, 0.3565742075443268, 0.41732412576675415, 0.38024818897247314, 0.37445178627967834, 0.40599873661994934, 0.3695574104785919, 0.4014170467853546, 0.3961818516254425, 0.37779027223587036, 0.3671337962150574, 0.3777397572994232, 0.0, 0.0, 0.37091732025146484, 0.375611275434494, 0.35703203082084656, 0.4055897295475006]","[0.37809234857559204, 0.3455340266227722, 0.31887659430503845, 0.3882550299167633, 0.40047258138656616, 0.3815271258354187, 0.3817189037799835, 0.39900633692741394, 0.3526984453201294, 0.35227423906326294, 0.3308195173740387, 0.3674711287021637, 0.29626110196113586, 0.350464791059494, 0.34062784910202026, 0.32464614510536194, 0.2988678216934204, 0.40959325432777405, 0.42107781767845154, 0.3677898645401001, 0.37076535820961, 0.40439659357070923, 0.355220764875412, 0.22575488686561584, 0.33664369583129883, 0.7312012314796448, 0.4005671739578247, 0.4074534773826599, 0.35719138383865356, 0.3839367628097534, 0.7220194935798645, 0.4206043779850006, 0.3558619022369385, 0.3694270849227905, 0.3784467279911041, 0.37252214550971985, 0.35085752606391907, 0.7262902855873108, 0.2856852412223816, 0.7275475859642029, 0.7114046812057495, 0.3901139497756958, 0.39716705679893494, 0.37743112444877625, 0.37735867500305176, 0.33347758650779724, 0.3434186577796936, 0.2717963457107544, 0.4138624668121338, 0.32375237345695496, 0.0, 0.0, 0.0, 0.0, 0.30858680605888367, 0.32400792837142944, 0.7557457089424133, 0.3247109651565552, 0.40361103415489197, 0.3882243037223816, 0.403972864151001, 0.3813781440258026]",0.11356483399868011,0.1207
H,,18,8,"[0.3673311471939087, 0.36318933963775635, 0.39089980721473694, 0.37174180150032043, 0.372845858335495, 0.40992605686187744, 0.40789198875427246, 0.3545520007610321, 0.3524814248085022, 0.3899795114994049, 0.3755391538143158, 0.4214096665382385, 0.3481443226337433, 0.394153892993927, 0.36481815576553345, 0.3728961646556854, 0.3486385643482208, 0.37242069840431213, 0.41844338178634644, 0.37077370285987854, 0.36737942695617676, 0.4147970378398895, 0.39914649724960327, 0.36222293972969055, 0.3322586119174957, 0.0, 0.0, 0.3769210875034332, 0.3685569763183594, 0.37413719296455383, 0.37388768792152405]","[0.33226048946380615, 0.38437846302986145, 0.3433598279953003, 0.4003087282180786, 0.31832531094551086, 0.288629949092865, 0.38639381527900696, 0.3887905180454254, 0.38373231887817383, 0.3191446363925934, 0.4171692728996277, 0.281139612197876, 0.7552846074104309, 0.36377179622650146, 0.31901246309280396, 0.3070836663246155, 0.3416885733604431, 0.29490575194358826, 0.3433798551559448, 0.34343570470809937, 0.3964043855667114, 0.34272146224975586, 0.31818294525146484, 0.3312809467315674, 0.3770114481449127, 0.3965393602848053, 0.394584059715271, 0.37305137515068054, 0.3055342435836792, 0.4143853783607483, 0.3266536295413971, 0.7215116024017334, 0.34702494740486145, 0.34306827187538147, 0.37979334592819214, 0.7687293887138367, 0.3816758990287781, 0.3565438985824585, 0.31441619992256165, 0.3789551854133606, 0.310080349445343, 0.32586753368377686, 0.41116079688072205, 0.3268950581550598, 0.3806706666946411, 0.3433048725128174, 0.32782182097435, 0.7644973993301392, 0.34611010551452637, 0.7392749786376953, 0.0, 0.0, 0.0, 0.0, 0.3523893654346466, 0.31270334124565125, 0.3325810730457306, 0.36953771114349365, 0.3592270314693451, 0.3687140643596649, 0.3782390058040619, 0.35042423009872437]",0.11356483399868011,0.0955
H,,19,8,"[0.37501049041748047, 0.38316377997398376, 0.40794944763183594, 0.381889283657074, 0.31885606050491333, 0.37274670600891113, 0.4216773509979248, 0.3624977767467499, 0.35379862785339355, 0.3915780782699585, 0.43865296244621277, 0.37840187549591064, 0.3929254114627838, 0.3655700087547302, 0.3704131841659546, 0.363247811794281, 0.39686325192451477, 0.3983640968799591, 0.37403345108032227, 0.4206960201263428, 0.37271854281425476, 0.39594289660453796, 0.4007206857204437, 0.3764754831790924, 0.3093000054359436, 0.0, 0.0, 0.3603128492832184, 0.39827045798301697, 0.4291365146636963, 0.40848392248153687]","[0.3920871913433075, 0.2781132161617279, 0.3699397146701813, 0.3612819314002991, 0.35041218996047974, 0.7807794213294983, 0.33662307262420654, 0.41019871830940247, 0.31462085247039795, 0.3815780580043793, 0.2862672805786133, 0.36704447865486145, 0.3326318562030792, 0.3167325258255005, 0.31187427043914795, 0.7336869239807129, 0.2975482940673828, 0.38942599296569824, 0.3840510845184326, 0.35580238699913025, 0.37607133388519287, 0.327225923538208, 0.29006630182266235, 0.37361693382263184, 0.305934339761734, 0.4168071746826172, 0.38715100288391113, 0.7220919132232666, 0.3442193865776062, 0.3259074091911316, 0.7510462403297424, 0.40200886130332947, 0.41215571761131287, 0.3251304626464844, 0.4050007164478302, 0.7122193574905396, 0.37094342708587646, 0.3992779552936554, 0.322441965341568, 0.366421639919281, 0.4138544201850891, 0.35396286845207214, 0.3758220374584198, 0.3315674066543579, 0.3120887577533722, 0.4163767397403717, 0.32367122173309326, 0.4257339835166931, 0.4125136137008667, 0.40159130096435547, 0.0, 0.0, 0.0, 0.0, 0.36347299814224243, 0.41094109416007996, 0.334421306848526, 0.370260089635849, 0.42729640007019043, 0.2898656129837036, 0.3771783411502838, 0.7124959826469421]",0.04984857141971588,0.0466
H,,20,8,"[0.3528309464454651, 0.3956589102745056, 0.40774133801460266, 0.34525781869888306, 0.3499409556388855, 0.3751905560493469, 0.37003740668296814, 0.3809550702571869, 0.3896165192127228, 0.3451188802719116, 0.3782137930393219, 0.3914783298969269, 0.40152350068092346, 0.3743135929107666, 0.3667728304862976, 0.41842079162597656, 0.38093459606170654, 0.3920847475528717, 0.38428837060928345, 0.40414178371429443, 0.3494708836078644, 0.3663305640220642, 0.34378308057785034, 0.3855299651622772, 0.4287731945514679, 0.36581751704216003, 0.3885731101036072, 0.35858073830604553, 0.41164714097976685, 0.39244064688682556, 0.3732297420501709]","[0.32537704706192017, 0.3527253568172455, 0.41339248418807983, 0.35483983159065247, 0.35605037212371826, 0.4126291871070862, 0.2934000790119171, 0.37077927589416504, 0.3433469235897064, 0.3867495656013489, 0.7282125353813171, 0.3882516622543335, 0.3437248468399048, 0.2885602116584778, 0.4035605788230896, 0.3698006272315979, 0.37564995884895325, 0.3018834888935089, 0.36664193868637085, 0.38396430015563965, 0.3515801429748535, 0.34406158328056335, 0.3311144709587097, 0.337049275636673, 0.3939707577228546, 0.3460099399089813, 0.3732599914073944, 0.34867003560066223, 0.30456674098968506, 0.3600906431674957, 0.3159509003162384, 0.42030787467956543, 0.3340548872947693, 0.7240297794342041, 0.40691184997558594, 0.7324188947677612, 0.332732617855072, 0.3151647448539734, 0.7597088813781738, 0.7114986777305603, 0.3866058886051178, 0.36536508798599243, 0.3343501687049866, 0.38737139105796814, 0.4214904010295868, 0.34484368562698364, 0.26350048184394836, 0.36129462718963623, 0.4021856188774109, 0.7257254123687744, 0.36510834097862244, 0.4234391748905182, 0.4206412434577942, 0.7269539833068848, 0.4153791666030884, 0.39762330055236816, 0.3943057060241699, 0.7193351984024048, 0.38386183977127075, 0.4238767921924591, 0.3976808488368988, 0.7139809727668762]",0.1104273796081543,0.1261
H,,21,8,"[0.39784476161003113, 0.4035717248916626, 0.3948647677898407, 0.4196357727050781, 0.29343798756599426, 0.38267073035240173, 0.372126042842865, 0.3703903555870056, 0.4301820993423462, 0.3678813874721527, 0.3811444342136383, 0.35651135444641113, 0.0, 0.0, 0.0, 0.36310654878616333, 0.41207438707351685, 0.3993090093135834, 0.39894604682922363, 0.3885829746723175, 0.3826119005680084, 0.35360467433929443, 0.37502437829971313, 0.4315095543861389, 0.3908126652240753, 0.3409518301486969, 0.40476614236831665, 0.41676104068756104, 0.3870221674442291, 0.3540923595428467, 0.3769465684890747]","[0.34750932455062866, 0.36358121037483215, 0.27927544713020325, 0.39261937141418457, 0.4113919138908386, 0.37923553586006165, 0.7469671964645386, 0.34448403120040894, 0.37240681052207947, 0.36697930097579956, 0.3335166573524475, 0.7391753792762756, 0.37685197591781616, 0.3612063527107239, 0.39820417761802673, 0.333083838224411, 0.4229983389377594, 0.3437740206718445, 0.34509995579719543, 0.3153340220451355, 0.33819156885147095, 0.21872921288013458, 0.40552055835723877, 0.7480372190475464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2763460874557495, 0.3489953279495239, 0.3675236403942108, 0.32697629928588867, 0.396100789308548, 0.34685564041137695, 0.4146447479724884, 0.3488865792751312, 0.3523641526699066, 0.2888023555278778, 0.3528061509132385, 0.7345413565635681, 0.3540012240409851, 0.35707005858421326, 0.359038770198822, 0.3431296944618225, 0.3742276728153229, 0.30348068475723267, 0.35084226727485657, 0.3193536400794983, 0.3765124976634979, 0.7273241877555847, 0.37200379371643066, 0.3180027902126312, 0.32217374444007874, 0.3629956841468811, 0.34667935967445374, 0.3585149645805359, 0.3192518651485443, 0.41794684529304504, 0.32229068875312805, 0.7396770715713501]",0.12028653919696808,0.1161
